src_type,src_id,dst_type,dst_id,edge_type
class_node,212,attribute_node,5,hasAttribute
class_node,213,attribute_node,100,hasAttribute
class_node,214,class_node,215,hasSubClass
class_node,216,class_node,217,hasSubClass
class_node,214,class_node,218,hasSubClass
class_node,58,class_node,219,hasSubClass
class_node,220,attribute_node,65,hasAttribute
class_node,130,attribute_node,101,hasAttribute
class_node,221,attribute_node,102,hasAttribute
class_node,130,attribute_node,103,hasAttribute
class_node,222,class_node,119,hasSubClass
class_node,60,class_node,223,hasSubClass
class_node,224,attribute_node,104,hasAttribute
class_node,149,attribute_node,105,hasAttribute
class_node,52,attribute_node,5,hasAttribute
class_node,225,attribute_node,106,hasAttribute
class_node,226,attribute_node,62,hasAttribute
class_node,4,class_node,227,hasSubClass
class_node,176,class_node,156,hasSubClass
class_node,228,class_node,229,hasSubClass
class_node,193,attribute_node,107,hasAttribute
class_node,230,attribute_node,108,hasAttribute
class_node,222,class_node,231,hasSubClass
class_node,123,attribute_node,109,hasAttribute
class_node,232,class_node,170,hasSubClass
class_node,210,attribute_node,110,hasAttribute
class_node,233,class_node,95,hasSubClass
class_node,234,class_node,235,hasSubClass
class_node,236,attribute_node,5,hasAttribute
class_node,237,attribute_node,111,hasAttribute
class_node,238,attribute_node,112,hasAttribute
class_node,45,attribute_node,113,hasAttribute
class_node,239,attribute_node,114,hasAttribute
class_node,80,attribute_node,115,hasAttribute
class_node,240,class_node,241,hasSubClass
class_node,230,attribute_node,116,hasAttribute
class_node,242,attribute_node,117,hasAttribute
class_node,18,class_node,243,hasSubClass
class_node,43,class_node,127,hasSubClass
class_node,128,class_node,244,hasSubClass
class_node,245,attribute_node,118,hasAttribute
class_node,246,class_node,247,hasSubClass
class_node,248,attribute_node,119,hasAttribute
class_node,249,attribute_node,120,hasAttribute
class_node,11,class_node,240,hasSubClass
class_node,250,class_node,251,hasSubClass
class_node,252,attribute_node,121,hasAttribute
class_node,253,class_node,254,hasSubClass
class_node,255,attribute_node,122,hasAttribute
class_node,76,attribute_node,123,hasAttribute
class_node,256,attribute_node,26,hasAttribute
class_node,257,attribute_node,5,hasAttribute
class_node,258,class_node,259,hasSubClass
class_node,260,class_node,261,hasSubClass
class_node,198,attribute_node,124,hasAttribute
class_node,262,attribute_node,5,hasAttribute
class_node,263,attribute_node,125,hasAttribute
class_node,264,attribute_node,126,hasAttribute
class_node,265,attribute_node,5,hasAttribute
class_node,266,attribute_node,5,hasAttribute
class_node,42,attribute_node,5,hasAttribute
class_node,250,class_node,45,hasSubClass
class_node,267,attribute_node,5,hasAttribute
class_node,268,attribute_node,127,hasAttribute
class_node,57,attribute_node,128,hasAttribute
class_node,269,class_node,270,hasSubClass
class_node,242,attribute_node,129,hasAttribute
class_node,177,class_node,271,hasSubClass
class_node,186,attribute_node,130,hasAttribute
class_node,272,class_node,56,hasSubClass
class_node,21,class_node,273,hasSubClass
class_node,274,attribute_node,58,hasAttribute
class_node,275,class_node,276,hasSubClass
class_node,277,class_node,278,hasSubClass
class_node,260,class_node,279,hasSubClass
class_node,233,class_node,280,hasSubClass
class_node,281,attribute_node,37,hasAttribute
class_node,282,attribute_node,5,hasAttribute
class_node,130,attribute_node,131,hasAttribute
class_node,283,class_node,284,hasSubClass
class_node,278,attribute_node,132,hasAttribute
class_node,285,attribute_node,5,hasAttribute
class_node,286,attribute_node,133,hasAttribute
class_node,287,attribute_node,134,hasAttribute
class_node,288,attribute_node,135,hasAttribute
class_node,87,class_node,289,hasSubClass
class_node,290,class_node,291,hasSubClass
class_node,48,class_node,292,hasSubClass
class_node,168,class_node,293,hasSubClass
class_node,115,class_node,294,hasSubClass
class_node,295,attribute_node,136,hasAttribute
class_node,296,attribute_node,5,hasAttribute
class_node,54,class_node,297,hasSubClass
class_node,298,attribute_node,137,hasAttribute
class_node,299,attribute_node,138,hasAttribute
class_node,300,class_node,152,hasSubClass
class_node,274,attribute_node,139,hasAttribute
class_node,142,class_node,301,hasSubClass
class_node,107,attribute_node,7,hasAttribute
class_node,302,class_node,303,hasSubClass
class_node,304,class_node,305,hasSubClass
class_node,131,attribute_node,133,hasAttribute
class_node,253,class_node,306,hasSubClass
class_node,25,class_node,163,hasSubClass
class_node,307,attribute_node,47,hasAttribute
class_node,308,attribute_node,5,hasAttribute
class_node,309,attribute_node,5,hasAttribute
class_node,310,class_node,311,hasSubClass
class_node,32,attribute_node,140,hasAttribute
class_node,201,class_node,312,hasSubClass
class_node,43,class_node,191,hasSubClass
class_node,191,attribute_node,7,hasAttribute
class_node,313,attribute_node,141,hasAttribute
class_node,314,attribute_node,7,hasAttribute
class_node,315,class_node,316,hasSubClass
class_node,286,class_node,317,hasSubClass
class_node,318,attribute_node,142,hasAttribute
class_node,319,class_node,320,hasSubClass
class_node,321,attribute_node,26,hasAttribute
class_node,322,attribute_node,5,hasAttribute
class_node,323,class_node,122,hasSubClass
class_node,324,class_node,325,hasSubClass
class_node,326,attribute_node,143,hasAttribute
class_node,94,attribute_node,76,hasAttribute
class_node,313,attribute_node,144,hasAttribute
class_node,97,class_node,327,hasSubClass
class_node,328,attribute_node,5,hasAttribute
class_node,190,attribute_node,6,hasAttribute
class_node,130,attribute_node,145,hasAttribute
class_node,84,attribute_node,26,hasAttribute
class_node,124,attribute_node,146,hasAttribute
class_node,211,class_node,329,hasSubClass
class_node,128,class_node,330,hasSubClass
class_node,142,attribute_node,147,hasAttribute
class_node,283,class_node,54,hasSubClass
class_node,268,attribute_node,148,hasAttribute
class_node,18,class_node,7,hasSubClass
class_node,185,attribute_node,149,hasAttribute
class_node,331,class_node,332,hasSubClass
class_node,97,class_node,333,hasSubClass
class_node,80,attribute_node,150,hasAttribute
class_node,326,attribute_node,151,hasAttribute
class_node,140,attribute_node,152,hasAttribute
class_node,334,attribute_node,5,hasAttribute
class_node,335,attribute_node,153,hasAttribute
class_node,157,attribute_node,154,hasAttribute
class_node,11,class_node,336,hasSubClass
class_node,337,class_node,338,hasSubClass
class_node,339,class_node,340,hasSubClass
class_node,341,attribute_node,155,hasAttribute
class_node,342,attribute_node,156,hasAttribute
class_node,343,attribute_node,157,hasAttribute
class_node,135,class_node,344,hasSubClass
class_node,225,attribute_node,78,hasAttribute
class_node,345,attribute_node,158,hasAttribute
class_node,304,attribute_node,159,hasAttribute
class_node,219,attribute_node,160,hasAttribute
class_node,346,attribute_node,5,hasAttribute
class_node,43,class_node,347,hasSubClass
class_node,101,attribute_node,161,hasAttribute
class_node,348,attribute_node,5,hasAttribute
class_node,182,attribute_node,162,hasAttribute
class_node,349,attribute_node,163,hasAttribute
class_node,350,attribute_node,5,hasAttribute
class_node,351,attribute_node,164,hasAttribute
class_node,352,attribute_node,165,hasAttribute
class_node,70,class_node,199,hasSubClass
class_node,255,attribute_node,166,hasAttribute
class_node,206,class_node,224,hasSubClass
class_node,353,attribute_node,167,hasAttribute
class_node,354,attribute_node,5,hasAttribute
class_node,3,attribute_node,168,hasAttribute
class_node,355,attribute_node,169,hasAttribute
class_node,286,attribute_node,170,hasAttribute
class_node,131,attribute_node,171,hasAttribute
class_node,356,class_node,357,hasSubClass
class_node,172,class_node,232,hasSubClass
class_node,296,attribute_node,172,hasAttribute
class_node,280,attribute_node,5,hasAttribute
class_node,115,class_node,358,hasSubClass
class_node,359,attribute_node,173,hasAttribute
class_node,27,attribute_node,174,hasAttribute
class_node,360,attribute_node,6,hasAttribute
class_node,361,attribute_node,175,hasAttribute
class_node,362,class_node,363,hasSubClass
class_node,84,attribute_node,136,hasAttribute
class_node,245,attribute_node,176,hasAttribute
class_node,325,attribute_node,177,hasAttribute
class_node,131,attribute_node,18,hasAttribute
class_node,218,attribute_node,5,hasAttribute
class_node,193,attribute_node,178,hasAttribute
class_node,51,class_node,364,hasSubClass
class_node,361,attribute_node,179,hasAttribute
class_node,365,attribute_node,180,hasAttribute
class_node,214,class_node,366,hasSubClass
class_node,288,attribute_node,181,hasAttribute
class_node,367,attribute_node,182,hasAttribute
class_node,115,class_node,368,hasSubClass
class_node,369,class_node,323,hasSubClass
class_node,127,attribute_node,183,hasAttribute
class_node,370,attribute_node,184,hasAttribute
class_node,268,attribute_node,185,hasAttribute
class_node,371,attribute_node,186,hasAttribute
class_node,372,attribute_node,5,hasAttribute
class_node,138,attribute_node,63,hasAttribute
class_node,7,class_node,373,hasSubClass
class_node,19,class_node,374,hasSubClass
class_node,50,attribute_node,187,hasAttribute
class_node,25,class_node,375,hasSubClass
class_node,376,class_node,377,hasSubClass
class_node,232,class_node,378,hasSubClass
class_node,108,class_node,379,hasSubClass
class_node,46,attribute_node,188,hasAttribute
class_node,380,attribute_node,5,hasAttribute
class_node,381,attribute_node,189,hasAttribute
class_node,80,attribute_node,190,hasAttribute
class_node,382,class_node,383,hasSubClass
class_node,232,class_node,384,hasSubClass
class_node,118,attribute_node,191,hasAttribute
class_node,87,class_node,385,hasSubClass
class_node,251,attribute_node,192,hasAttribute
class_node,386,attribute_node,5,hasAttribute
class_node,387,attribute_node,5,hasAttribute
class_node,141,attribute_node,193,hasAttribute
class_node,388,attribute_node,194,hasAttribute
class_node,253,attribute_node,42,hasAttribute
class_node,166,attribute_node,5,hasAttribute
class_node,389,attribute_node,195,hasAttribute
class_node,140,attribute_node,196,hasAttribute
class_node,390,class_node,391,hasSubClass
class_node,392,attribute_node,197,hasAttribute
class_node,331,class_node,393,hasSubClass
class_node,394,class_node,395,hasSubClass
class_node,396,attribute_node,198,hasAttribute
class_node,284,class_node,397,hasSubClass
class_node,339,attribute_node,199,hasAttribute
class_node,398,attribute_node,200,hasAttribute
class_node,306,attribute_node,201,hasAttribute
class_node,341,attribute_node,82,hasAttribute
class_node,37,attribute_node,202,hasAttribute
class_node,170,attribute_node,203,hasAttribute
class_node,183,attribute_node,164,hasAttribute
class_node,399,attribute_node,5,hasAttribute
class_node,341,attribute_node,204,hasAttribute
class_node,365,attribute_node,205,hasAttribute
class_node,230,attribute_node,206,hasAttribute
class_node,400,class_node,233,hasSubClass
class_node,401,attribute_node,207,hasAttribute
class_node,170,attribute_node,208,hasAttribute
class_node,376,attribute_node,78,hasAttribute
class_node,402,attribute_node,5,hasAttribute
class_node,35,attribute_node,209,hasAttribute
class_node,160,attribute_node,210,hasAttribute
class_node,198,class_node,106,hasSubClass
class_node,133,attribute_node,211,hasAttribute
class_node,7,class_node,403,hasSubClass
class_node,278,attribute_node,212,hasAttribute
class_node,143,attribute_node,105,hasAttribute
class_node,131,attribute_node,213,hasAttribute
class_node,359,attribute_node,214,hasAttribute
class_node,115,class_node,404,hasSubClass
class_node,268,attribute_node,215,hasAttribute
class_node,138,attribute_node,84,hasAttribute
class_node,250,attribute_node,26,hasAttribute
class_node,73,attribute_node,5,hasAttribute
class_node,405,attribute_node,42,hasAttribute
class_node,388,attribute_node,216,hasAttribute
class_node,125,class_node,63,hasSubClass
class_node,76,attribute_node,217,hasAttribute
class_node,132,class_node,130,hasSubClass
class_node,406,attribute_node,148,hasAttribute
class_node,278,attribute_node,218,hasAttribute
class_node,407,attribute_node,5,hasAttribute
class_node,283,class_node,408,hasSubClass
class_node,189,attribute_node,219,hasAttribute
class_node,232,class_node,99,hasSubClass
class_node,192,attribute_node,220,hasAttribute
class_node,304,attribute_node,78,hasAttribute
class_node,68,attribute_node,221,hasAttribute
class_node,382,attribute_node,222,hasAttribute
class_node,409,attribute_node,5,hasAttribute
class_node,410,class_node,97,hasSubClass
class_node,0,class_node,411,hasSubClass
class_node,224,attribute_node,223,hasAttribute
class_node,77,attribute_node,224,hasAttribute
class_node,412,attribute_node,225,hasAttribute
class_node,413,attribute_node,226,hasAttribute
class_node,414,attribute_node,227,hasAttribute
class_node,291,class_node,415,hasSubClass
class_node,45,attribute_node,228,hasAttribute
class_node,219,attribute_node,218,hasAttribute
class_node,299,attribute_node,78,hasAttribute
class_node,7,class_node,24,hasSubClass
class_node,245,attribute_node,229,hasAttribute
class_node,416,attribute_node,230,hasAttribute
class_node,74,attribute_node,5,hasAttribute
class_node,394,class_node,400,hasSubClass
class_node,417,attribute_node,231,hasAttribute
class_node,418,attribute_node,74,hasAttribute
class_node,17,attribute_node,5,hasAttribute
class_node,216,class_node,419,hasSubClass
class_node,167,class_node,382,hasSubClass
class_node,420,attribute_node,155,hasAttribute
class_node,86,attribute_node,232,hasAttribute
class_node,0,class_node,211,hasSubClass
class_node,238,attribute_node,233,hasAttribute
class_node,108,attribute_node,234,hasAttribute
class_node,7,class_node,421,hasSubClass
class_node,278,attribute_node,235,hasAttribute
class_node,422,attribute_node,236,hasAttribute
class_node,115,class_node,423,hasSubClass
class_node,424,attribute_node,237,hasAttribute
class_node,425,attribute_node,163,hasAttribute
class_node,426,attribute_node,26,hasAttribute
class_node,145,class_node,427,hasSubClass
class_node,268,attribute_node,238,hasAttribute
class_node,428,attribute_node,239,hasAttribute
class_node,149,attribute_node,25,hasAttribute
class_node,232,class_node,429,hasSubClass
class_node,299,class_node,430,hasSubClass
class_node,430,attribute_node,240,hasAttribute
class_node,394,class_node,431,hasSubClass
class_node,80,attribute_node,241,hasAttribute
class_node,12,attribute_node,242,hasAttribute
class_node,4,class_node,432,hasSubClass
class_node,433,attribute_node,136,hasAttribute
class_node,434,class_node,109,hasSubClass
class_node,435,attribute_node,7,hasAttribute
class_node,436,attribute_node,5,hasAttribute
class_node,19,class_node,437,hasSubClass
class_node,253,class_node,392,hasSubClass
class_node,271,attribute_node,243,hasAttribute
class_node,438,attribute_node,5,hasAttribute
class_node,221,class_node,50,hasSubClass
class_node,251,attribute_node,110,hasAttribute
class_node,389,attribute_node,244,hasAttribute
class_node,439,attribute_node,245,hasAttribute
class_node,124,attribute_node,246,hasAttribute
class_node,235,attribute_node,7,hasAttribute
class_node,440,attribute_node,5,hasAttribute
class_node,408,class_node,441,hasSubClass
class_node,431,class_node,442,hasSubClass
class_node,443,attribute_node,5,hasAttribute
class_node,444,attribute_node,247,hasAttribute
class_node,11,class_node,438,hasSubClass
class_node,445,attribute_node,248,hasAttribute
class_node,446,attribute_node,70,hasAttribute
class_node,447,class_node,136,hasSubClass
class_node,448,attribute_node,5,hasAttribute
class_node,449,attribute_node,249,hasAttribute
class_node,80,attribute_node,250,hasAttribute
class_node,323,class_node,450,hasSubClass
class_node,240,attribute_node,5,hasAttribute
class_node,127,class_node,252,hasSubClass
class_node,233,attribute_node,251,hasAttribute
class_node,107,attribute_node,26,hasAttribute
class_node,451,attribute_node,5,hasAttribute
class_node,452,attribute_node,5,hasAttribute
class_node,453,class_node,387,hasSubClass
class_node,447,class_node,454,hasSubClass
class_node,114,attribute_node,214,hasAttribute
class_node,149,attribute_node,56,hasAttribute
class_node,4,class_node,285,hasSubClass
class_node,43,class_node,314,hasSubClass
class_node,455,class_node,414,hasSubClass
class_node,456,attribute_node,252,hasAttribute
class_node,22,attribute_node,253,hasAttribute
class_node,337,class_node,277,hasSubClass
class_node,191,attribute_node,26,hasAttribute
class_node,71,attribute_node,254,hasAttribute
class_node,6,attribute_node,255,hasAttribute
class_node,314,attribute_node,26,hasAttribute
class_node,329,attribute_node,256,hasAttribute
class_node,457,attribute_node,5,hasAttribute
class_node,435,attribute_node,257,hasAttribute
class_node,458,class_node,459,hasSubClass
class_node,376,class_node,126,hasSubClass
class_node,433,attribute_node,258,hasAttribute
class_node,278,attribute_node,259,hasAttribute
class_node,45,attribute_node,260,hasAttribute
class_node,460,attribute_node,26,hasAttribute
class_node,461,attribute_node,5,hasAttribute
class_node,70,class_node,462,hasSubClass
class_node,463,class_node,33,hasSubClass
class_node,298,class_node,186,hasSubClass
class_node,464,attribute_node,78,hasAttribute
class_node,465,attribute_node,5,hasAttribute
class_node,232,class_node,466,hasSubClass
class_node,467,attribute_node,75,hasAttribute
class_node,94,attribute_node,5,hasAttribute
class_node,468,class_node,469,hasSubClass
class_node,460,class_node,470,hasSubClass
class_node,420,attribute_node,261,hasAttribute
class_node,167,attribute_node,26,hasAttribute
class_node,87,class_node,471,hasSubClass
class_node,58,class_node,168,hasSubClass
class_node,114,class_node,472,hasSubClass
class_node,251,attribute_node,81,hasAttribute
class_node,473,attribute_node,262,hasAttribute
class_node,54,class_node,474,hasSubClass
class_node,475,class_node,228,hasSubClass
class_node,105,class_node,226,hasSubClass
class_node,476,class_node,477,hasSubClass
class_node,376,attribute_node,202,hasAttribute
class_node,478,attribute_node,263,hasAttribute
class_node,479,class_node,6,hasSubClass
class_node,467,attribute_node,264,hasAttribute
class_node,349,attribute_node,265,hasAttribute
class_node,61,attribute_node,266,hasAttribute
class_node,480,attribute_node,26,hasAttribute
class_node,190,attribute_node,267,hasAttribute
class_node,84,attribute_node,268,hasAttribute
class_node,53,attribute_node,269,hasAttribute
class_node,277,class_node,481,hasSubClass
class_node,115,class_node,482,hasSubClass
class_node,34,attribute_node,270,hasAttribute
class_node,15,attribute_node,13,hasAttribute
class_node,483,class_node,296,hasSubClass
class_node,293,attribute_node,271,hasAttribute
class_node,469,attribute_node,272,hasAttribute
class_node,11,class_node,484,hasSubClass
class_node,4,class_node,485,hasSubClass
class_node,486,class_node,487,hasSubClass
class_node,292,attribute_node,7,hasAttribute
class_node,59,attribute_node,273,hasAttribute
class_node,190,class_node,237,hasSubClass
class_node,488,attribute_node,5,hasAttribute
class_node,232,class_node,36,hasSubClass
class_node,489,attribute_node,5,hasAttribute
class_node,105,class_node,275,hasSubClass
class_node,275,class_node,11,hasSubClass
class_node,413,attribute_node,7,hasAttribute
class_node,347,class_node,490,hasSubClass
class_node,86,attribute_node,274,hasAttribute
class_node,2,class_node,135,hasSubClass
class_node,491,attribute_node,275,hasAttribute
class_node,207,attribute_node,276,hasAttribute
class_node,140,attribute_node,277,hasAttribute
class_node,162,class_node,134,hasSubClass
class_node,492,attribute_node,264,hasAttribute
class_node,76,attribute_node,278,hasAttribute
class_node,283,class_node,331,hasSubClass
class_node,256,attribute_node,279,hasAttribute
class_node,388,attribute_node,280,hasAttribute
class_node,493,attribute_node,0,hasAttribute
class_node,70,class_node,359,hasSubClass
class_node,401,attribute_node,78,hasAttribute
class_node,232,class_node,9,hasSubClass
class_node,494,attribute_node,5,hasAttribute
class_node,495,attribute_node,5,hasAttribute
class_node,496,attribute_node,5,hasAttribute
class_node,232,class_node,337,hasSubClass
class_node,64,attribute_node,281,hasAttribute
class_node,497,attribute_node,77,hasAttribute
class_node,498,attribute_node,5,hasAttribute
class_node,499,attribute_node,282,hasAttribute
class_node,500,class_node,501,hasSubClass
class_node,232,class_node,502,hasSubClass
class_node,361,attribute_node,283,hasAttribute
class_node,503,attribute_node,284,hasAttribute
class_node,479,class_node,351,hasSubClass
class_node,87,class_node,504,hasSubClass
class_node,189,class_node,27,hasSubClass
class_node,505,attribute_node,285,hasAttribute
class_node,506,attribute_node,5,hasAttribute
class_node,105,class_node,246,hasSubClass
class_node,219,attribute_node,286,hasAttribute
class_node,319,attribute_node,55,hasAttribute
class_node,12,attribute_node,287,hasAttribute
class_node,176,class_node,507,hasSubClass
class_node,508,attribute_node,288,hasAttribute
class_node,509,class_node,510,hasSubClass
class_node,511,attribute_node,17,hasAttribute
class_node,349,attribute_node,289,hasAttribute
class_node,0,class_node,512,hasSubClass
class_node,278,attribute_node,290,hasAttribute
class_node,338,class_node,513,hasSubClass
class_node,514,attribute_node,291,hasAttribute
class_node,466,attribute_node,65,hasAttribute
class_node,410,class_node,112,hasSubClass
class_node,69,attribute_node,292,hasAttribute
class_node,108,attribute_node,293,hasAttribute
class_node,255,attribute_node,294,hasAttribute
class_node,287,attribute_node,295,hasAttribute
class_node,4,class_node,515,hasSubClass
class_node,326,attribute_node,26,hasAttribute
class_node,21,attribute_node,296,hasAttribute
class_node,166,attribute_node,42,hasAttribute
